reg;nom_reg;semaine;nb_pos;nb_crib;tx_crib;nb_A0;nb_A1;tx_A1;nb_C0;nb_C1;tx_C1;nb_D0;nb_D1;tx_D1;nb_A0C0;nb_A01C01;tx_A0C0
07;Saint-Barthélemy;2021-12-16-2021-12-22;139.00;37.00;26.62;31.00;0.00;0.00;28.00;4.00;12.50;0.00;1.00;100.00;27.00;31.00;87.10
07;Saint-Barthélemy;2021-12-17-2021-12-23;202.00;45.00;22.28;41.00;0.00;0.00;38.00;4.00;9.52;0.00;1.00;100.00;37.00;41.00;90.24
07;Saint-Barthélemy;2021-12-18-2021-12-24;246.00;47.00;19.11;43.00;0.00;0.00;40.00;4.00;9.09;0.00;3.00;100.00;39.00;43.00;90.70
07;Saint-Barthélemy;2021-12-19-2021-12-25;263.00;48.00;18.25;44.00;0.00;0.00;41.00;4.00;8.89;0.00;3.00;100.00;40.00;44.00;90.91
07;Saint-Barthélemy;2021-12-20-2021-12-26;302.00;50.00;16.56;46.00;0.00;0.00;42.00;5.00;10.64;0.00;3.00;100.00;41.00;46.00;89.13
07;Saint-Barthélemy;2021-12-21-2021-12-27;417.00;79.00;18.94;72.00;3.00;4.00;53.00;23.00;30.26;0.00;4.00;100.00;52.00;75.00;69.33
07;Saint-Barthélemy;2021-12-22-2021-12-28;467.00;78.00;16.70;73.00;3.00;3.95;58.00;19.00;24.68;0.00;4.00;100.00;57.00;76.00;75.00
07;Saint-Barthélemy;2021-12-23-2021-12-29;523.00;83.00;15.87;80.00;3.00;3.61;62.00;21.00;25.30;0.00;3.00;100.00;62.00;83.00;74.70
07;Saint-Barthélemy;2021-12-24-2021-12-30;562.00;103.00;18.33;100.00;3.00;2.91;82.00;21.00;20.39;0.00;4.00;100.00;82.00;103.00;79.61
07;Saint-Barthélemy;2021-12-25-2021-12-31;587.00;113.00;19.25;110.00;3.00;2.65;92.00;21.00;18.58;0.00;2.00;100.00;92.00;113.00;81.42
07;Saint-Barthélemy;2021-12-26-2022-01-01;605.00;111.00;18.35;108.00;3.00;2.70;90.00;21.00;18.92;0.00;2.00;100.00;90.00;111.00;81.08
07;Saint-Barthélemy;2021-12-27-2022-01-02;629.00;116.00;18.44;113.00;3.00;2.59;96.00;20.00;17.24;0.00;3.00;100.00;96.00;116.00;82.76
07;Saint-Barthélemy;2021-12-28-2022-01-03;658.00;119.00;18.09;119.00;0.00;0.00;117.00;2.00;1.68;1.00;4.00;80.00;117.00;119.00;98.32
07;Saint-Barthélemy;2021-12-29-2022-01-04;671.00;138.00;20.57;138.00;0.00;0.00;136.00;2.00;1.45;1.00;4.00;80.00;136.00;138.00;98.55
07;Saint-Barthélemy;2021-12-30-2022-01-05;698.00;149.00;21.35;149.00;0.00;0.00;131.00;18.00;12.08;1.00;4.00;80.00;131.00;149.00;87.92
07;Saint-Barthélemy;2021-12-31-2022-01-06;689.00;143.00;20.75;142.00;0.00;0.00;119.00;23.00;16.20;1.00;4.00;80.00;119.00;142.00;83.80
07;Saint-Barthélemy;2022-01-01-2022-01-07;707.00;153.00;21.64;144.00;0.00;0.00;121.00;23.00;15.97;1.00;6.00;85.71;121.00;144.00;84.03
07;Saint-Barthélemy;2022-01-02-2022-01-08;737.00;171.00;23.20;160.00;0.00;0.00;137.00;23.00;14.38;1.00;7.00;87.50;137.00;160.00;85.62
07;Saint-Barthélemy;2022-01-03-2022-01-09;695.00;164.00;23.60;153.00;0.00;0.00;130.00;23.00;15.03;1.00;6.00;85.71;130.00;153.00;84.97
07;Saint-Barthélemy;2022-01-04-2022-01-10;633.00;149.00;23.54;135.00;0.00;0.00;112.00;23.00;17.04;0.00;4.00;100.00;112.00;135.00;82.96
07;Saint-Barthélemy;2022-01-05-2022-01-11;600.00;136.00;22.67;119.00;0.00;0.00;96.00;23.00;19.33;0.00;7.00;100.00;96.00;119.00;80.67
07;Saint-Barthélemy;2022-01-06-2022-01-12;547.00;124.00;22.67;104.00;0.00;0.00;99.00;5.00;4.81;0.00;7.00;100.00;99.00;104.00;95.19
07;Saint-Barthélemy;2022-01-07-2022-01-13;505.00;120.00;23.76;97.00;0.00;0.00;97.00;0.00;0.00;0.00;6.00;100.00;97.00;97.00;100.00
07;Saint-Barthélemy;2022-01-08-2022-01-14;462.00;114.00;24.68;97.00;0.00;0.00;97.00;0.00;0.00;0.00;5.00;100.00;97.00;97.00;100.00
07;Saint-Barthélemy;2022-01-09-2022-01-15;423.00;99.00;23.40;82.00;0.00;0.00;82.00;0.00;0.00;0.00;5.00;100.00;82.00;82.00;100.00
07;Saint-Barthélemy;2022-01-10-2022-01-16;427.00;99.00;23.19;82.00;0.00;0.00;82.00;0.00;0.00;0.00;5.00;100.00;82.00;82.00;100.00
07;Saint-Barthélemy;2022-01-11-2022-01-17;420.00;82.00;19.52;68.00;0.00;0.00;68.00;0.00;0.00;0.00;5.00;100.00;68.00;68.00;100.00
07;Saint-Barthélemy;2022-01-12-2022-01-18;402.00;63.00;15.67;52.00;0.00;0.00;52.00;0.00;0.00;0.00;4.00;100.00;52.00;52.00;100.00
07;Saint-Barthélemy;2022-01-13-2022-01-19;371.00;44.00;11.86;36.00;0.00;0.00;36.00;0.00;0.00;0.00;4.00;100.00;36.00;36.00;100.00
07;Saint-Barthélemy;2022-01-14-2022-01-20;343.00;25.00;7.29;21.00;0.00;0.00;21.00;0.00;0.00;0.00;6.00;100.00;21.00;21.00;100.00
07;Saint-Barthélemy;2022-01-15-2022-01-21;322.00;7.00;2.17;5.00;0.00;0.00;5.00;0.00;0.00;0.00;5.00;100.00;5.00;5.00;100.00
07;Saint-Barthélemy;2022-01-16-2022-01-22;312.00;4.00;1.28;4.00;0.00;0.00;4.00;0.00;0.00;0.00;4.00;100.00;4.00;4.00;100.00
07;Saint-Barthélemy;2022-01-17-2022-01-23;297.00;4.00;1.35;4.00;0.00;0.00;4.00;0.00;0.00;0.00;4.00;100.00;4.00;4.00;100.00
07;Saint-Barthélemy;2022-01-18-2022-01-24;257.00;4.00;1.56;4.00;0.00;0.00;4.00;0.00;0.00;0.00;4.00;100.00;4.00;4.00;100.00
07;Saint-Barthélemy;2022-01-19-2022-01-25;222.00;2.00;0.90;2.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;100.00;2.00;2.00;100.00
07;Saint-Barthélemy;2022-01-20-2022-01-26;198.00;2.00;1.01;2.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;100.00;2.00;2.00;100.00
07;Saint-Barthélemy;2022-01-21-2022-01-27;185.00;1.00;0.54;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-01-22-2022-01-28;175.00;1.00;0.57;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-01-23-2022-01-29;166.00;2.00;1.20;2.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;100.00;2.00;2.00;100.00
07;Saint-Barthélemy;2022-01-24-2022-01-30;158.00;3.00;1.90;3.00;0.00;0.00;3.00;0.00;0.00;0.00;3.00;100.00;3.00;3.00;100.00
07;Saint-Barthélemy;2022-01-25-2022-01-31;127.00;3.00;2.36;3.00;0.00;0.00;3.00;0.00;0.00;0.00;3.00;100.00;3.00;3.00;100.00
07;Saint-Barthélemy;2022-01-26-2022-02-01;128.00;3.00;2.34;3.00;0.00;0.00;3.00;0.00;0.00;0.00;3.00;100.00;3.00;3.00;100.00
07;Saint-Barthélemy;2022-01-27-2022-02-02;125.00;3.00;2.40;3.00;0.00;0.00;3.00;0.00;0.00;0.00;3.00;100.00;3.00;3.00;100.00
07;Saint-Barthélemy;2022-01-28-2022-02-03;125.00;2.00;1.60;2.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;100.00;2.00;2.00;100.00
07;Saint-Barthélemy;2022-01-29-2022-02-04;117.00;3.00;2.56;3.00;0.00;0.00;3.00;0.00;0.00;0.00;3.00;100.00;3.00;3.00;100.00
07;Saint-Barthélemy;2022-01-30-2022-02-05;114.00;2.00;1.75;2.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;100.00;2.00;2.00;100.00
07;Saint-Barthélemy;2022-01-31-2022-02-06;119.00;1.00;0.84;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-02-01-2022-02-07;126.00;1.00;0.79;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-02-02-2022-02-08;104.00;1.00;0.96;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-02-03-2022-02-09;96.00;1.00;1.04;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-02-04-2022-02-10;86.00;1.00;1.16;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-02-05-2022-02-11;84.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-02-06-2022-02-12;79.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-02-07-2022-02-13;76.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-02-08-2022-02-14;62.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-02-09-2022-02-15;59.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-02-10-2022-02-16;56.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-02-11-2022-02-17;53.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-02-12-2022-02-18;47.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-02-13-2022-02-19;46.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-02-14-2022-02-20;40.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-02-15-2022-02-21;34.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-02-16-2022-02-22;31.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-02-17-2022-02-23;28.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-02-18-2022-02-24;28.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-02-19-2022-02-25;28.00;1.00;3.57;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-02-20-2022-02-26;23.00;2.00;8.70;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-02-21-2022-02-27;24.00;2.00;8.33;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-02-22-2022-02-28;24.00;2.00;8.33;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-02-23-2022-03-01;28.00;3.00;10.71;2.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;100.00;2.00;2.00;100.00
07;Saint-Barthélemy;2022-02-24-2022-03-02;34.00;3.00;8.82;2.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;100.00;2.00;2.00;100.00
07;Saint-Barthélemy;2022-02-25-2022-03-03;40.00;4.00;10.00;2.00;0.00;0.00;3.00;0.00;0.00;0.00;3.00;100.00;2.00;2.00;100.00
07;Saint-Barthélemy;2022-02-26-2022-03-04;39.00;3.00;7.69;1.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-02-27-2022-03-05;45.00;3.00;6.67;2.00;0.00;0.00;3.00;0.00;0.00;0.00;3.00;100.00;2.00;2.00;100.00
07;Saint-Barthélemy;2022-02-28-2022-03-06;47.00;3.00;6.38;2.00;0.00;0.00;3.00;0.00;0.00;0.00;3.00;100.00;2.00;2.00;100.00
07;Saint-Barthélemy;2022-03-01-2022-03-07;55.00;3.00;5.45;2.00;0.00;0.00;3.00;0.00;0.00;0.00;3.00;100.00;2.00;2.00;100.00
07;Saint-Barthélemy;2022-03-02-2022-03-08;57.00;2.00;3.51;1.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-03-03-2022-03-09;57.00;2.00;3.51;1.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-03-04-2022-03-10;54.00;1.00;1.85;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-03-05-2022-03-11;63.00;3.00;4.76;2.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;100.00;2.00;2.00;100.00
07;Saint-Barthélemy;2022-03-06-2022-03-12;59.00;2.00;3.39;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-03-07-2022-03-13;59.00;3.00;5.08;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-03-08-2022-03-14;55.00;3.00;5.45;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-03-09-2022-03-15;52.00;3.00;5.77;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-03-10-2022-03-16;58.00;4.00;6.90;2.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;100.00;2.00;2.00;100.00
07;Saint-Barthélemy;2022-03-11-2022-03-17;62.00;4.00;6.45;2.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;100.00;2.00;2.00;100.00
07;Saint-Barthélemy;2022-03-12-2022-03-18;73.00;2.00;2.74;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-03-13-2022-03-19;93.00;2.00;2.15;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-03-14-2022-03-20;94.00;1.00;1.06;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-03-15-2022-03-21;127.00;2.00;1.57;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-03-16-2022-03-22;144.00;2.00;1.39;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-03-17-2022-03-23;156.00;1.00;0.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-03-18-2022-03-24;187.00;1.00;0.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-03-19-2022-03-25;205.00;1.00;0.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-03-20-2022-03-26;212.00;1.00;0.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-03-21-2022-03-27;228.00;2.00;0.88;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-03-22-2022-03-28;234.00;1.00;0.43;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-03-23-2022-03-29;248.00;1.00;0.40;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-03-24-2022-03-30;255.00;3.00;1.18;3.00;0.00;0.00;3.00;0.00;0.00;0.00;3.00;100.00;3.00;3.00;100.00
07;Saint-Barthélemy;2022-03-25-2022-03-31;245.00;3.00;1.22;3.00;0.00;0.00;3.00;0.00;0.00;0.00;3.00;100.00;3.00;3.00;100.00
07;Saint-Barthélemy;2022-03-26-2022-04-01;227.00;4.00;1.76;4.00;0.00;0.00;4.00;0.00;0.00;0.00;4.00;100.00;4.00;4.00;100.00
07;Saint-Barthélemy;2022-03-27-2022-04-02;223.00;4.00;1.79;4.00;0.00;0.00;4.00;0.00;0.00;0.00;4.00;100.00;4.00;4.00;100.00
07;Saint-Barthélemy;2022-03-28-2022-04-03;212.00;3.00;1.42;3.00;0.00;0.00;3.00;0.00;0.00;0.00;3.00;100.00;3.00;3.00;100.00
07;Saint-Barthélemy;2022-03-29-2022-04-04;203.00;3.00;1.48;3.00;0.00;0.00;3.00;0.00;0.00;0.00;3.00;100.00;3.00;3.00;100.00
07;Saint-Barthélemy;2022-03-30-2022-04-05;212.00;4.00;1.89;4.00;0.00;0.00;4.00;0.00;0.00;0.00;4.00;100.00;4.00;4.00;100.00
07;Saint-Barthélemy;2022-03-31-2022-04-06;196.00;2.00;1.02;2.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;100.00;2.00;2.00;100.00
07;Saint-Barthélemy;2022-04-01-2022-04-07;185.00;2.00;1.08;2.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;100.00;2.00;2.00;100.00
07;Saint-Barthélemy;2022-04-02-2022-04-08;189.00;1.00;0.53;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-04-03-2022-04-09;177.00;1.00;0.56;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-04-04-2022-04-10;177.00;3.00;1.69;3.00;0.00;0.00;3.00;0.00;0.00;0.00;3.00;100.00;3.00;3.00;100.00
07;Saint-Barthélemy;2022-04-05-2022-04-11;160.00;3.00;1.88;3.00;0.00;0.00;3.00;0.00;0.00;0.00;3.00;100.00;3.00;3.00;100.00
07;Saint-Barthélemy;2022-04-06-2022-04-12;137.00;2.00;1.46;2.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;100.00;2.00;2.00;100.00
07;Saint-Barthélemy;2022-04-07-2022-04-13;133.00;2.00;1.50;2.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;100.00;2.00;2.00;100.00
07;Saint-Barthélemy;2022-04-08-2022-04-14;130.00;3.00;2.31;3.00;0.00;0.00;3.00;0.00;0.00;0.00;3.00;100.00;3.00;3.00;100.00
07;Saint-Barthélemy;2022-04-09-2022-04-15;110.00;3.00;2.73;3.00;0.00;0.00;3.00;0.00;0.00;0.00;3.00;100.00;3.00;3.00;100.00
07;Saint-Barthélemy;2022-04-10-2022-04-16;107.00;4.00;3.74;4.00;0.00;0.00;4.00;0.00;0.00;0.00;4.00;100.00;4.00;4.00;100.00
07;Saint-Barthélemy;2022-04-11-2022-04-17;101.00;2.00;1.98;2.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;100.00;2.00;2.00;100.00
07;Saint-Barthélemy;2022-04-12-2022-04-18;90.00;2.00;2.22;2.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;100.00;2.00;2.00;100.00
07;Saint-Barthélemy;2022-04-13-2022-04-19;88.00;2.00;2.27;2.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;100.00;2.00;2.00;100.00
07;Saint-Barthélemy;2022-04-14-2022-04-20;79.00;2.00;2.53;2.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;100.00;2.00;2.00;100.00
07;Saint-Barthélemy;2022-04-15-2022-04-21;71.00;1.00;1.41;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-04-16-2022-04-22;80.00;2.00;2.50;2.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;100.00;2.00;2.00;100.00
07;Saint-Barthélemy;2022-04-17-2022-04-23;75.00;1.00;1.33;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-04-18-2022-04-24;75.00;1.00;1.33;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-04-19-2022-04-25;69.00;1.00;1.45;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-04-20-2022-04-26;60.00;1.00;1.67;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-04-21-2022-04-27;60.00;1.00;1.67;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-04-22-2022-04-28;60.00;1.00;1.67;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-04-23-2022-04-29;46.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-04-24-2022-04-30;46.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-04-25-2022-05-01;43.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-04-26-2022-05-02;47.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-04-27-2022-05-03;41.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-04-28-2022-05-04;40.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-04-29-2022-05-05;38.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-04-30-2022-05-06;39.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
07;Saint-Barthélemy;2022-05-01-2022-05-07;38.00;1.00;2.63;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-05-02-2022-05-08;37.00;1.00;2.70;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
07;Saint-Barthélemy;2022-05-03-2022-05-09;34.00;1.00;2.94;1.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;100.00;1.00;1.00;100.00
08;Saint-Martin;2021-11-01-2021-11-07;27.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08;Saint-Martin;2021-11-02-2021-11-08;26.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08;Saint-Martin;2021-11-03-2021-11-09;29.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08;Saint-Martin;2021-11-04-2021-11-10;29.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08;Saint-Martin;2021-11-05-2021-11-11;26.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08;Saint-Martin;2021-11-06-2021-11-12;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08;Saint-Martin;2021-11-07-2021-11-13;23.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08;Saint-Martin;2021-11-08-2021-11-14;22.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08;Saint-Martin;2021-11-09-2021-11-15;25.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08;Saint-Martin;2021-11-10-2021-11-16;19.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08;Saint-Martin;2021-11-11-2021-11-17;20.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08;Saint-Martin;2021-11-12-2021-11-18;21.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08;Saint-Martin;2021-11-13-2021-11-19;23.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08;Saint-Martin;2021-11-14-2021-11-20;23.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08;Saint-Martin;2021-11-15-2021-11-21;23.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08;Saint-Martin;2021-11-16-2021-11-22;18.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08;Saint-Martin;2021-11-17-2021-11-23;18.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08;Saint-Martin;2021-11-18-2021-11-24;17.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08;Saint-Martin;2021-11-19-2021-11-25;17.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08;Saint-Martin;2021-11-20-2021-11-26;13.00;1.00;7.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08;Saint-Martin;2021-11-21-2021-11-27;11.00;1.00;9.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
